Available_date,Floor,Kitchen_type,Bedrooms,Dressing_room,Bathrooms,Toilets,Office,Professional_space,Small_pet-friendly,Armored_door,Primary_energy_consumption,Energy_class,Reference_number_of_the_EPC_report,CO_emission,Heating_type,Heat_pump,Photovoltaic_solar_panels,Thermic_solar_panels,Common_water_heater,Double_glazing,Type_of_building,Monthly_rental_price,Monthly_costs,Tenement_building,price,space,address,listing_type,Number_of_floors,Number_of_frontages,Outdoor_parking_spaces,Living_area,Living_room_surface,Bedroom_1_surface,Bedroom_2_surface,Furnished,Terrace_surface,Intercom,Visio_phone,Address,Website,External_reference,agency,Construction_year,Building_condition,Terrace_orientation,Caretaker,Elevator,Accessible_for_disabled_people,Secure_access_alarm,Air_conditioning,TV_cable,Swimming_pool,Internet,Available_as_of,Street_frontage_width,Terrace,Shower_rooms,Surroundings_type
February 5 2023 - 12:00 AM,2,USA installed,2,Yes,1,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 1,000
1000 €","€ 100
100€",No,"€1,000 (+ €100)
1000€ + 100€ per month","2 bedrooms | 90 m²
square meters",1030 — Schaerbeek,Apartment for rent,NA,NA,NA,"90 m²
square meters","50 m²
square meters","16 m²
square meters","8 m²
square meters",Yes,"12 m²
square meters",Yes,No,NA,NA,NA,NA,NA,Good,South West,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA
March 1 2023 - 12:00 AM,NA,Hyper equipped,4,NA,4,4,NA,NA,NA,NA,"126 kWh/m²
kilowatt hour per square meters",C,Not specified,25 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 2,400
2400 €",NA,No,"€2,400/month
2400€ per month","4 bedrooms | 132 m²
square meters",1180 — Uccle,House for rent,NA,2,NA,"132 m²
square meters",NA,"17 m²
square meters","8 m²
square meters",No,"17 m²
square meters",NA,Yes,"Place Communale 8
1160 - Auderghem",http://www.weinvest.be,5216229,We Invest Bruxelles,NA,Good,NA,NA,No,No,NA,NA,Yes,No,NA,Immediately,5 m,NA,3,Urban
NA,3,Semi equipped,1,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,Yes,No,All kind,"€ 750
750 €","€ 140
140€",No,"€750 (+ €140)
750€ + 140€ per month","1 bedroom | 50 m²
square meters",1050 — Ixelles,Duplex for rent,2,2,NA,"50 m²
square meters","16 m²
square meters","18 m²
square meters",NA,NA,NA,Yes,No,NA,NA,NA,NA,1910,Good,NA,No,No,No,No,No,Yes,No,No,Immediately,5 m,NA,1,NA
NA,NA,NA,2,No,NA,2,Yes,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,550
1550 €","€ 60
60€",No,"€1,550 (+ €60)
1550€ + 60€ per month","2 bedrooms | 124 m²
square meters",1180 — Uccle,Duplex for rent,3,2,NA,"124 m²
square meters","25 m²
square meters","60 m²
square meters",NA,NA,"20 m²
square meters",Yes,No,NA,NA,NA,NA,1935,Just renovated,South,No,No,No,No,No,Yes,No,No,Immediately,12 m,NA,1,Living area (residential, urban or rural)
NA,NA,Semi equipped,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 850
850 €","€ 120
120€",No,"€850 (+ €120)
850€ + 120€ per month",1 bedroom,Ask for the exact address,Ground floor for rent,NA,NA,NA,NA,NA,NA,NA,NA,"3 m²
square meters",Yes,No,NA,NA,NA,NA,NA,Good,NA,No,No,No,No,No,No,No,No,To be defined,NA,NA,NA,NA
NA,5,Not installed,2,NA,1,2,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 950
950 €",NA,No,"€950/month
950€ per month","2 bedrooms | 95 m²
square meters",Ask for the exact address,Apartment for rent,6,NA,NA,"95 m²
square meters","30 m²
square meters",NA,NA,No,"4 m²
square meters",NA,NA,"Place des chasseurs Ardennais 24-26
1030 - Schaerbeek",http://www.eventimmo.be,9078 - 654658608,Eventimmo Real Estate - Services,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
May 15 2023 - 12:00 AM,8,Hyper equipped,3,No,NA,2,NA,NA,NA,NA,"121 kWh/m²
kilowatt hour per square meters",C,Not specified,Not specified,Gas,No,NA,NA,NA,Yes,NA,"€ 1,900
1900 €",NA,No,"€1,900/month
1900€ per month","3 bedrooms | 137 m²
square meters",1200 — Woluwe-Saint-Lambert,Penthouse for rent,NA,NA,NA,"137 m²
square meters",NA,NA,NA,No,"75 m²
square meters",NA,NA,"Boulevard de la Woluwe 46 bte11
1200 - Woluwe-St-Lambert",http://www.homeinvestbelgium.be,NA,Home Invest Belgium sa,NA,As new,South,No,Yes,NA,No,NA,NA,No,NA,NA,NA,NA,1,NA
December 15 2022 - 12:00 AM,NA,Hyper equipped,4,No,NA,3,NA,NA,NA,NA,"232 kWh/m²
kilowatt hour per square meters",E,20130730-0000178571-01-8,Not specified,Gas,No,NA,NA,NA,Yes,NA,"€ 2,100
2100 €",NA,No,"€2,100/month
2100€ per month","4 bedrooms | 160 m²
square meters",1200 — Woluwe-Saint-Lambert,House for rent,NA,NA,NA,"160 m²
square meters","37 m²
square meters","17 m²
square meters","14 m²
square meters",No,"5 m²
square meters",NA,NA,"rue de la Cambre 184
1200 - Bruxelles",http://www.be-estate.be,NA,BE Estate,NA,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
April 1 2023 - 12:00 AM,3,Hyper equipped,3,NA,2,3,Yes,NA,NA,NA,"152 kWh/m²
kilowatt hour per square meters",D,Not specified,101 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,100
2100 €","€ 185
185€",No,"€2,100 (+ €185)
2100€ + 185€ per month","3 bedrooms | 154 m²
square meters",Ask for the exact address,Duplex for rent,3,2,NA,"154 m²
square meters","18 m²
square meters","12 m²
square meters","14 m²
square meters",No,"8 m²
square meters",NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5231348,Sorimo - Bruxelles,2007,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
January 3 2023 - 12:00 AM,5,Hyper equipped,2,NA,1,NA,NA,NA,NA,Yes,"139 kWh/m²
kilowatt hour per square meters",C,20221207-0000627849-01-3,35 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,500
1500 €","€ 250
250€",No,"€1,500 (+ €250)
1500€ + 250€ per month","2 bedrooms | 95 m²
square meters",Ask for the exact address,Apartment for rent,6,NA,NA,"95 m²
square meters","35 m²
square meters","17 m²
square meters","10 m²
square meters",Yes,NA,NA,Yes,"Rue de Laeken 91
1000 - Bruxelles",NA,45544 - 132,Espace Immo Brussels CENTRE,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
NA,1,NA,1,Yes,1,1,Yes,Yes,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 860
860 €","€ 15
15€",No,"€860 (+ €15)
860€ + 15€ per month","1 bedroom | 80 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"80 m²
square meters",NA,"23 m²
square meters",NA,NA,"30 m²
square meters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
February 1 2023 - 12:00 AM,1,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"138 kWh/m²
kilowatt hour per square meters",C,Not specified,87 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 950
950 €","€ 200
200€",No,"€950 (+ €200)
950€ + 200€ per month","2 bedrooms | 75 m²
square meters",1150 — Woluwe-Saint-Pierre,Apartment for rent,1,2,NA,"75 m²
square meters","30 m²
square meters","16 m²
square meters","11 m²
square meters",No,"2 m²
square meters",NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5231552,Sorimo - Bruxelles,1977,Good,NA,NA,Yes,No,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,NA,Isolated
NA,1,Installed,2,NA,1,1,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,Yes,NA,"€ 1,500
1500 €","€ 140
140€",No,"€1,500 (+ €140)
1500€ + 140€ per month","2 bedrooms | 75 m²
square meters",Ask for the exact address,Apartment for rent,5,2,1,"75 m²
square meters","28 m²
square meters",NA,NA,Yes,"12 m²
square meters",Yes,Yes,"Av. Louise 195
1050 - Bruxelles",NA,8240,Immo Clairière Bruxelles,2013,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
May 1 2023 - 12:00 AM,6,Installed,2,NA,1,1,NA,NA,No,NA,"222 kWh/m²
kilowatt hour per square meters",E,201405270000227944016,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,050
1050 €","€ 170
170€",No,"€1,050 (+ €170)
1050€ + 170€ per month","2 bedrooms | 67 m²
square meters",1040 — Etterbeek,Apartment for rent,11,NA,NA,"67 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Leuvensesteenweg 215
3190 - Boortmeerbeek",http://www.domoxim.be,-1870008,domoXim,NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
February 1 2023 - 12:00 AM,NA,Hyper equipped,4,NA,2,2,NA,NA,NA,NA,"279 kWh/m²
kilowatt hour per square meters",F,Not specified,46 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 2,950
2950 €","€ 100
100€",No,"€2,950 (+ €100)
2950€ + 100€ per month","4 bedrooms | 300 m²
square meters",1040 — Etterbeek,Triplex for rent,3,2,1,"300 m²
square meters",NA,"20 m²
square meters","18 m²
square meters",Yes,NA,NA,NA,"Avenue de L'Armée 41
1040 - Etterbeek",http://www.tomson-properties.be,5231496,Tomson Properties,1940,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,Depending on the tenant,NA,NA,1,Urban
NA,8,NA,2,NA,1,NA,NA,NA,NA,No,"231 kWh/m²
kilowatt hour per square meters",E,Not specified,46 kg CO₂/m²,Gas,No,No,No,No,Yes,NA,"€ 1,100
1100 €",NA,No,"€1,100/month
1100€ per month","2 bedrooms | 100 m²
square meters",1140 — Evere,Apartment for rent,12,3,NA,"100 m²
square meters",NA,NA,NA,No,"4 m²
square meters",NA,NA,"Rue Archimède 17
1000 - Bruxelles ville",http://era.be/chatelain,NA,ERA Châtelain - Schuman,NA,NA,NA,NA,Yes,No,No,NA,Yes,No,NA,Immediately,NA,NA,NA,NA
April 1 2023 - 12:00 AM,3,NA,1,NA,1,1,NA,NA,NA,NA,"185 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 1,050
1050 €","€ 225
225€",No,"€1,050 (+ €225)
1050€ + 225€ per month","1 bedroom | 65 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"65 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Boulevard Saint Michel 75
1040 - Etterbeek",NA,23774 - 2967359,Everest Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
January 27 2023 - 12:00 AM,1,Installed,1,NA,NA,NA,NA,NA,NA,NA,"281 kWh/m²
kilowatt hour per square meters",F,20160704-0000345963-01-8,60 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 695
695 €","€ 20
20€",No,"€695 (+ €20)
695€ + 20€ per month","1 bedroom | 60 m²
square meters",Ask for the exact address,Apartment for rent,3,NA,NA,"60 m²
square meters","20 m²
square meters",NA,NA,NA,NA,Yes,NA,"Chée de Vleurgat, 177
1050 - Ixelles",http://www.eurorent.com,65722,Eurorent,1930,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,2,Installed,1,NA,NA,1,NA,NA,NA,NA,"451 kWh/m²
kilowatt hour per square meters",G,Not specified,88 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 700
700 €","€ 116
116€",No,"€700 (+ €116)
700€ + 116€ per month","1 bedroom | 48 m²
square meters",Ask for the exact address,Apartment for rent,2,2,NA,"48 m²
square meters","15 m²
square meters",NA,NA,No,"1 m²
square meter",NA,NA,"Place Jamblinne de Meux, 17
1030 - Schaerbeek",NA,3616 - 671,Immobilière Bollen & Associes sprl,1950,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
February 2 2023 - 12:00 AM,4,USA installed,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,Yes,All kind,"€ 990
990 €","€ 110
110€",No,"€990 (+ €110)
990€ + 110€ per month","1 bedroom | 50 m²
square meters",1060 — Saint-Gilles,Apartment for rent,NA,NA,NA,"50 m²
square meters",NA,NA,NA,Yes,NA,Yes,No,NA,NA,NA,NA,NA,Good,NA,No,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA
March 1 2023 - 12:00 AM,9,Hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"431 kWh/m²
kilowatt hour per square meters",G,Not specified,130 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,400
1400 €","€ 400
400€",No,"€1,400 (+ €400)
1400€ + 400€ per month","2 bedrooms | 109 m²
square meters",Ask for the exact address,Apartment for rent,9,3,NA,"109 m²
square meters","47 m²
square meters","16 m²
square meters","13 m²
square meters",No,NA,Yes,NA,"Rue Général Leman 133
1040 - Etterbeek",http://www.immolemans.be,5231299,LEMAN'S IMMOBILIER,1930,As new,NA,Yes,Yes,NA,Yes,NA,Yes,NA,NA,Depending on the tenant,NA,Yes,1,NA
NA,7,Installed,2,NA,1,1,NA,NA,NA,NA,"282 kWh/m²
kilowatt hour per square meters",F,20161129-0000364743-01-7,83 kg CO₂/m²,Gas,NA,NA,NA,Yes,Yes,NA,"€ 800
800 €","€ 170
170€",No,"€800 (+ €170)
800€ + 170€ per month","2 bedrooms | 74 m²
square meters",1180 — Uccle,Apartment for rent,9,NA,NA,"74 m²
square meters",NA,"14 m²
square meters","12 m²
square meters",No,"12 m²
square meters",Yes,NA,"Ch.D'Alsemberg 614/616
1180 - Uccle",NA,NA,CEGI sprl,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
March 1 2023 - 12:00 AM,3,NA,1,NA,1,1,NA,NA,NA,NA,"185 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 825
825 €","€ 95
95€",No,"€825 (+ €95)
825€ + 95€ per month","1 bedroom | 42 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"42 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Boulevard Saint Michel 75
1040 - Etterbeek",NA,23274 - 2967354,Everest Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
NA,1,USA hyper equipped,2,No,1,1,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,Yes,Apartment building,"€ 1,250
1250 €","€ 130
130€",No,"€1,250 (+ €130)
1250€ + 130€ per month",2 bedrooms,1070 — Anderlecht,Apartment for rent,4,NA,1,NA,NA,"18 m²
square meters","12 m²
square meters",No,"10 m²
square meters",Yes,Yes,NA,NA,NA,NA,2020,As new,South,No,Yes,Yes,Yes,No,Yes,No,Yes,Immediately,NA,NA,NA,Living area (residential, urban or rural)
April 1 2023 - 12:00 AM,2,Installed,3,No,1,2,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 1,400
1400 €","€ 50
50€",No,"€1,400 (+ €50)
1400€ + 50€ per month",3 bedrooms,Ask for the exact address,Triplex for rent,3,2,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Good,NA,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,1,NA
January 27 2023 - 12:00 AM,1,Hyper equipped,1,NA,1,1,NA,NA,NA,NA,"180 kWh/m²
kilowatt hour per square meters",D,Not specified,50 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,100
1100 €","€ 105
105€",No,"€1,100 (+ €105)
1100€ + 105€ per month","1 bedroom | 70 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"70 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Boulevard Saint Michel 75
1040 - Etterbeek",NA,24956 - 329/17690,Everest Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
March 10 2023 - 12:00 AM,4,NA,1,NA,NA,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 825
825 €","€ 96
96€",No,"€825 (+ €96)
825€ + 96€ per month","1 bedroom | 63 m²
square meters",Ask for the exact address,Apartment for rent,4,3,NA,"63 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Boulevard Saint Michel 75
1040 - Etterbeek",NA,24955 - 329/21288,Everest Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
January 27 2023 - 12:00 AM,1,Hyper equipped,1,NA,1,1,NA,NA,NA,NA,"180 kWh/m²
kilowatt hour per square meters",D,Not specified,50 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,250
1250 €","€ 105
105€",No,"€1,250 (+ €105)
1250€ + 105€ per month","1 bedroom | 70 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"70 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Boulevard Saint Michel 75
1040 - Etterbeek",NA,22563 - 329/17690,Everest Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
NA,NA,Installed,1,No,1,NA,Yes,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 1,000
1000 €","€ 50
50€",No,"€1,000 (+ €50)
1000€ + 50€ per month",1 bedroom,1000 — Bruxelles,Apartment for rent,4,2,NA,NA,NA,NA,NA,Yes,NA,Yes,No,NA,NA,NA,NA,NA,As new,NA,No,No,No,No,No,No,No,No,Immediately,NA,NA,NA,NA
March 1 2023 - 12:00 AM,1,Installed,NA,Yes,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 750
750 €","€ 110
110€",No,"€750 (+ €110)
750€ + 110€ per month",,1030 — Schaarbeek,Apartment for rent,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,NA,NA,NA,1,NA
January 27 2023 - 12:00 AM,NA,NA,1,NA,1,1,NA,NA,NA,NA,"185 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 1,100
1100 €","€ 215
215€",No,"€1,100 (+ €215)
1100€ + 215€ per month","1 bedroom | 75 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"75 m²
square meters","25 m²
square meters",NA,NA,No,NA,NA,NA,"Boulevard Saint Michel 75
1040 - Etterbeek",NA,24953 - 2967263,Everest Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
February 25 2023 - 12:00 AM,2,Hyper equipped,3,No,1,1,No,No,No,No,"161 kWh/m²
kilowatt hour per square meters",D,20230112-0000630965-01-3,32 kg CO₂/m²,Gas,No,No,No,No,Yes,All kind,"€ 1,800
1800 €",NA,No,"€1,800/month
1800€ per month","3 bedrooms | 120 m²
square meters",1050 — Ixelles,Triplex for rent,3,2,NA,"120 m²
square meters",NA,"20 m²
square meters","12 m²
square meters",NA,NA,NA,NA,NA,NA,NA,NA,NA,Just renovated,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
NA,6,NA,1,NA,1,2,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,No,NA,"€ 1,380
1380 €","€ 175
175€",No,"€1,380 (+ €175)
1380€ + 175€ per month","1 bedroom | 100 m²
square meters",Ask for the exact address,Apartment for rent,6,2,NA,"100 m²
square meters","40 m²
square meters","15 m²
square meters",NA,Yes,"10 m²
square meters",Yes,Yes,"Rue Des Carmélites 88
1180 - Uccle",http://www.immofadan.be,15272AF,IMMO FADAN,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
February 1 2023 - 12:00 AM,3,Installed,1,No,NA,1,No,No,No,No,Not specified,Not specified,20230125,Not specified,Gas,No,No,No,Yes,Yes,All kind,"€ 700
700 €","€ 150
150€",No,"€700 (+ €150)
700€ + 150€ per month","1 bedroom | 55 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"55 m²
square meters","18 m²
square meters","9 m²
square meters",NA,NA,"3 m²
square meters",Yes,Yes,NA,NA,NA,NA,1971,NA,NA,Yes,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,1,NA
NA,3,NA,2,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 950
950 €","€ 50
50€",No,"€950 (+ €50)
950€ + 50€ per month",2 bedrooms,1083 — Ganshoren,Apartment for rent,NA,1,NA,NA,NA,"16 m²
square meters","16 m²
square meters",NA,"25 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,NA,No,Yes,No,No,No,Yes,No,Yes,Immediately,NA,NA,1,Living area (residential, urban or rural)
NA,1,Installed,3,NA,2,2,NA,NA,NA,Yes,"95 kWh/m²
kilowatt hour per square meters",B,Not specified,24 kg CO₂/m²,NA,NA,NA,NA,NA,Yes,NA,"€ 2,150
2150 €",NA,No,"€2,150/month
2150€ per month","3 bedrooms | 137 m²
square meters",1180 — Uccle,Apartment for rent,9,NA,NA,"137 m²
square meters","62 m²
square meters","13 m²
square meters","16 m²
square meters",NA,NA,NA,Yes,"Rue de Nivelles 1
1440 - Braine-le-Château",NA,5231132,IVA Immobilière,1966,Just renovated,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,1,Urban
September 1 2022 - 12:00 AM,6,USA hyper equipped,2,NA,2,2,NA,NA,NA,Yes,"73 kWh/m²
kilowatt hour per square meters",B,Not specified,15 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,050
2050 €","€ 250
250€",No,"€2,050 (+ €250)
2050€ + 250€ per month",2 bedrooms,1000 — Bruxelles,Apartment for rent,8,2,1,NA,NA,"16 m²
square meters","14 m²
square meters",No,"4 m²
square meters",NA,Yes,"86 rue du Bailli
1050 - Ixelles",http://immo.joelledewolf.com,5231158,The Wolf Properties,NA,As new,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,To be defined,NA,NA,2,Urban
February 1 2023 - 12:00 AM,10,USA hyper equipped,2,NA,2,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 3,950
3950 €","€ 450
450€",No,"€3,950 (+ €450)
3950€ + 450€ per month","2 bedrooms | 155 m²
square meters",Ask for the exact address,Apartment for rent,12,2,NA,"155 m²
square meters","77 m²
square meters","20 m²
square meters","19 m²
square meters",Yes,"35 m²
square meters",Yes,Yes,"Avenue Louise 251
1050 - Bruxelles",http://www.sothebysrealty.be/en/,5228512,Brussels Sotheby’s International Realty,2022,As new,NA,Yes,Yes,Yes,NA,NA,Yes,No,NA,Immediately,NA,NA,NA,NA
NA,2,USA hyper equipped,3,NA,3,3,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,Yes,NA,Yes,NA,"€ 3,850
3850 €","€ 150
150€",No,"€3,850 (+ €150)
3850€ + 150€ per month","3 bedrooms | 210 m²
square meters",Ask for the exact address,Penthouse for rent,2,4,2,"210 m²
square meters",NA,"20 m²
square meters","16 m²
square meters",No,"200 m²
square meters",Yes,Yes,"Avenue Legrand 30
1050 - Ixelles",http://www.james-realty.com,5230493,James Realty,2023,As new,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,"251 kWh/m²
kilowatt hour per square meters",E,202209190000621049-01-7,50 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 1,950
1950 €",NA,No,"€1,950/month
1950€ per month","2 bedrooms | 130 m²
square meters",Ask for the exact address,Penthouse for rent,NA,NA,NA,"130 m²
square meters",NA,NA,NA,NA,"10 m²
square meters",NA,NA,"Rue Edith Cavell 133
1180 - Uccle",http://www.pierreetpatrimoine.com,5230999,PIERRE & PATRIMOINE,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
NA,1,Semi equipped,2,NA,1,1,NA,NA,NA,NA,"404 kWh/m²
kilowatt hour per square meters",G,631636,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,150
1150 €",NA,No,"€1,150/month
1150€ per month","2 bedrooms | 102 m²
square meters",1200 — Woluwe-Saint-Lambert,Duplex for rent,2,2,NA,"102 m²
square meters","17 m²
square meters","15 m²
square meters","12 m²
square meters",No,NA,Yes,NA,"de Grunnelaan 10
1970 - Wezembeek-Oppem",http://WWW.CASALINA.BE,5206501,Casalina Real Estate,NA,Just renovated,NA,NA,No,No,NA,NA,Yes,NA,NA,Immediately,NA,NA,NA,Urban
NA,2,Installed,3,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 900
900 €",NA,No,"€900/month
900€ per month","3 bedrooms | 90 m²
square meters",Ask for the exact address,Apartment for rent,3,NA,NA,"90 m²
square meters",NA,NA,NA,No,"30 m²
square meters",NA,NA,"Rue Wayez 1c
1070 - Anderlecht",http://www.immoicc.be,4137106,Immo ICC sprl,1930,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
February 1 2023 - 12:00 AM,4,USA hyper equipped,2,NA,2,1,Yes,NA,NA,Yes,"119 kWh/m²
kilowatt hour per square meters",C,20221207­0000627891­01­5,23 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,600
1600 €","€ 100
100€",No,"€1,600 (+ €100)
1600€ + 100€ per month","2 bedrooms | 96 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"96 m²
square meters","21 m²
square meters","11 m²
square meters","11 m²
square meters",No,NA,Yes,NA,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5231154,Vaneau Lecobel Location,1930,As new,NA,NA,Yes,No,NA,NA,Yes,No,NA,Immediately,6 m,NA,1,NA
